3952,,TUMA/KCMUCo/BScHLSc/2015/2016/0596,11,,,64,47
2832,,TUMA/KCMUCo/BScHLSc/2015/2016/0597,9,,,64,69
3315,,TUMA/KCMUCo/BScHLSc/2015/2016/0598,11,,,67.5,48
3489,,TUMA/KCMUCo/BScHLSc/2015/2016/0599,11,,,62,36
3926,,TUMA/KCMUCo/BScHLSc/2015/2016/0600,9,,,70,61
3683,,TUMA/KCMUCo/BScHLSc/2015/2016/0601,65,,,51.5,61
3122,,TUMA/KCMUCo/BScHLSc/2015/2016/0604,11,,,46.5,49
2957,,TUMA/KCMUCo/BScHLSc/2015/2016/0606,11,,,37.5,47
3113,,TUMA/KCMUCo/BScHLSc/2015/2016/0614,11,,,50.5,47
3110,,TUMA/KCMUCo/BScHLSc/2015/2016/0620,67,,,44.5,48
3981,,TUMA/KCMUCo/BScHLSc/2015/2016/0622,67,,,,
3139,,TUMA/KCMUCo/BScHLSc/2015/2016/0623,9,,,77.5,54
3134,,TUMA/KCMUCo/BScHLSc/2015/2016/0625,9,,,61.5,66
2959,,TUMA/KCMUCo/BScHLSc/2015/2016/0626,9,,,89.5,68
2921,,TUMA/KCMUCo/BScHLSc/2015/2016/0627,67,,,46.5,58
3512,,TUMA/KCMUCo/BScHLSc/2015/2016/0630,9,,,58.5,51
3108,,TUMA/KCMUCo/BScHLSc/2015/2016/0636,11,,,34.5,62
3067,,TUMA/KCMUCo/BScHLSc/2015/2016/0639,9,,,52.5,54
3208,,TUMA/KCMUCo/BScHLSc/2015/2016/0642,11,,,61.5,47
3380,,TUMA/KCMUCo/BScHLSc/2015/2016/0645,9,,,81,68
2882,,TUMA/KCMUCo/BScHLSc/2015/2016/0649,9,,,56.5,57
3132,,TUMA/KCMUCo/BScHLSc/2015/2016/0650,9,,,73.5,66
3186,,TUMA/KCMUCo/BScHLSc/2015/2016/0658,11,,,65,45
4044,,TUMA/KCMUCo/BScHLSc/2015/2016/0661,11,,,36,39
3406,,TUMA/KCMUCo/BScHLSc/2015/2016/0663,11,,,70,33
4012,,TUMA/KCMUCo/BScHLSc/2015/2016/0664,67,,,,
3190,,TUMA/KCMUCo/BScHLSc/2015/2016/0665,67,,,,
3616,,TUMA/KCMUCo/BScHLSc/2015/2016/0666,65,,,60.5,67
3881,,TUMA/KCMUCo/BScHLSc/2015/2016/0667,9,,,76,57
3807,,TUMA/KCMUCo/BScHLSc/2015/2016/0668,9,,,66.5,53
3314,,TUMA/KCMUCo/BScHLSc/2015/2016/0669,11,,,34,43
3256,,TUMA/KCMUCo/BScHLSc/2015/2016/0670,9,,,57.5,53
2819,,TUMA/KCMUCo/BScHLSc/2015/2016/0671,11,,,50.5,37
3770,,TUMA/KCMUCo/BScHLSc/2015/2016/0672,9,,,75.5,54
4030,,TUMA/KCMUCo/BScHLSc/2015/2016/0675,11,,,31.5,40
3749,,TUMA/KCMUCo/BScHLSc/2015/2016/0676,67,,,,
3938,,TUMA/KCMUCo/BScHLSc/2015/2016/0677,67,,,50,43
3661,,TUMA/KCMUCo/BScHLSc/2015/2016/0681,9,,,53,57
3028,,TUMA/KCMUCo/BScHLSc/2015/2016/0685,9,,,73.5,60
3503,,TUMA/KCMUCo/BScHLSc/2015/2016/0686,9,,,69.5,63
3447,,TUMA/KCMUCo/BScHLSc/2015/2016/0687,9,,,50,55
3127,,TUMA/KCMUCo/BScHLSc/2015/2016/0690,65,,,54,54
3367,,TUMA/KCMUCo/BScHLSc/2015/2016/0692,9,,,74,50.5
3232,,TUMA/KCMUCo/BScHLSc/2015/2016/0697,9,,,62.5,64
4052,,TUMA/KCMUCo/BScHLSc/2015/2016/0699,9,,,67.5,52
3894,,TUMA/KCMUCo/BScHLSc/2016/2017/0706,67,,,51.5,33
