824,1:2.5,TUMA/KCMUCo/BScHLSc/2015/2016/0610,9,,1:60:152.7,55,50,52,56,64,69,69,66,70,50
553,1:2.6,TUMA/KCMUCo/BScHLSc/2015/2016/0616,9,,1:60:156.7,59,56,60,62,59,63,71,63,67,50
607,1:3.4,TUMA/KCMUCo/BScHLSc/2015/2016/0631,9,,1:60:205.2,68,64,69,64,75,73,74,74,84,57
520,1:3.3,TUMA/KCMUCo/BScHLSc/2015/2016/0632,9,,1:60:203,71,70,67,59,79,75,64,68,74,61
660,1:3.1,TUMA/KCMUCo/BScHLSc/2015/2016/0633,9,,1:60:189.5,64,60,64,55,73,69,73,80,77,52
680,1:2.7,TUMA/KCMUCo/BScHLSc/2015/2016/0634,9,,1:60:165.2,56,50,65,56,65,66,73,66,82,55
806,1:3.7,TUMA/KCMUCo/BScHLSc/2015/2016/0635,9,,1:60:227.2,66,65,69,71,73,70,76,83,87,65
661,1:3.3,TUMA/KCMUCo/BScHLSc/2015/2016/0643,9,,1:60:198,64,64,61,67,79,69,75,70,82,53
612,1:3.1,TUMA/KCMUCo/BScHLSc/2015/2016/0644,9,,1:60:188.2,62,57,67,65,62,65,67,76,80,61
465,1:2.9,TUMA/KCMUCo/BScHLSc/2015/2016/0648,9,,1:60:176.9,62,56,53,64,70,71,64,61,78,56
611,1:3,TUMA/KCMUCo/BScHLSc/2015/2016/0652,9,,1:60:185.7,60,50,63,72,71,65,57,78,76,50
613,1:2.6,TUMA/KCMUCo/BScHLSc/2015/2016/0653,9,,1:60:157.7,58,54,53,55,75,66,65,66,78,50
670,1:3,TUMA/KCMUCo/BScHLSc/2015/2016/0654,9,,1:60:185.4,69,55,55,68,70,71,77,62,81,55
523,1:3.2,TUMA/KCMUCo/BScHLSc/2015/2016/0655,9,,1:60:196.7,65,57,61,72,74,69,73,75,81,54
745,1:3,TUMA/KCMUCo/BScHLSc/2015/2016/0656,9,,1:60:182,65,60,57,67,74,68,73,65,79,51
759,1:3.2,TUMA/KCMUCo/BScHLSc/2015/2016/0660,9,,1:60:193.9,71,57,69,57,78,72,69,81,83,56
754,1:2.4,TUMA/KCMUCo/BScHLSc/2015/2016/0662,9,,1:60:146.7,55,50,52,57,69,61,62,58,75,50
629,1:3.2,TUMA/KCMUCo/BScHLSc/2015/2016/0674,9,,1:60:194,65,62,57,76,75,66,64,74,75,50
654,1:2.6,TUMA/KCMUCo/BScHLSc/2015/2016/0678,9,,1:60:159.2,59,50,62,62,61,63,69,58,71,50
577,1:2.6,TUMA/KCMUCo/BScHLSc/2015/2016/0680,9,,1:60:157.5,56,55,51,62,58,59,76,70,73,50
642,1:2.8,TUMA/KCMUCo/BScHLSc/2015/2016/0683,9,,1:60:168.2,64,53,54,56,65,61,62,85,72,51
938,1:3,TUMA/KCMUCo/BScHLSc/2015/2016/0684,9,,1:60:180.7,57,52,53,65,75,65,72,73,82,52
732,1:3,TUMA/KCMUCo/BScHLSc/2015/2016/0688,9,,1:60:185.2,60,50,59,70,64,66,68,73,83,50
753,1:2.7,TUMA/KCMUCo/BScHLSc/2015/2016/0689,9,,1:60:165.2,66,52,61,56,77,61,63,67,78,58
707,1:2.8,TUMA/KCMUCo/BScHLSc/2015/2016/0691,9,,1:60:173.2,62,53,57,61,78,66,57,65,81,52
908,1:3.2,TUMA/KCMUCo/BScHLSc/2015/2016/0693,9,,1:60:195.4,69,57,65,68,68,70,64,70,84,64
935,1:2.5,TUMA/KCMUCo/BScHLSc/2015/2016/0695,9,,1:60:150.2,52,50,56,64,57,69,69,57,72,54
595,1:3.2,TUMA/KCMUCo/BScHLSc/2015/2016/0696,9,,1:60:197,63,64,68,63,62,67,88,69,80,60
870,1:3.2,TUMA/KCMUCo/BScHLSc/2015/2016/0700,9,,1:60:197.2,60,59,78,68,75,69,68,76,83,65
934,1:2.4,TUMA/KCMUCo/BScHLSc/2016/2017/0711,9,,1:60:145.7,60,57,60,50,53,64,75,50,69,50
849,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0781,11,,1:60:0,,,,,,,,,,
