@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,,,,,
1391,1:3.2,TUMA/KCMUCo/MD/2016/2017/3194,9,,1:60:197.1,65,56,63,67,70,71,72,66,73,58
1576,1:3.8,TUMA/KCMUCo/MD/2016/2017/3195,9,,1:60:232.1,79,77,68,67,77,84,75,73,77,78
1632,1:2.6,TUMA/KCMUCo/MD/2016/2017/3196,9,,1:60:158.5,59,57,51,52,69,75,65,69,65,62
1259,1:2.1,TUMA/KCMUCo/MD/2016/2017/3197,9,,1:60:127.4,50,50,50,50,55,64,62,58,52,56
981,1:3.3,TUMA/KCMUCo/MD/2016/2017/3198,9,,1:60:202.1,62,62,61,69,70,72,63,63,61,68
1618,1:2.6,TUMA/KCMUCo/MD/2016/2017/3199,9,,1:60:158.7,55,53,51,69,64,67,69,73,56,58
1318,1:3.6,TUMA/KCMUCo/MD/2016/2017/3200,9,,1:60:218.7,69,68,64,72,77,76,71,70,81,56
2677,1:3.3,TUMA/KCMUCo/MD/2016/2017/3201,9,,1:60:203.7,67,69,70,75,69,77,68,72,73,59
1396,1:3.1,TUMA/KCMUCo/MD/2016/2017/3202,9,,1:60:190.4,66,62,63,64,69,75,74,62,73,61
1320,1:3.9,TUMA/KCMUCo/MD/2016/2017/3203,9,,1:60:234.7,74,66,60,78,75,83,69,75,74,74
1750,1:3.3,TUMA/KCMUCo/MD/2016/2017/3204,9,,1:60:203.1,64,56,61,68,74,77,73,75,70,63
1038,1:3.2,TUMA/KCMUCo/MD/2016/2017/3205,9,,1:60:195,71,65,65,63,67,76,76,71,57,63
1606,1:4.1,TUMA/KCMUCo/MD/2016/2017/3206,9,,1:60:249.4,75,72,75,77,77,81,70,79,85,75
978,1:2.4,TUMA/KCMUCo/MD/2016/2017/3207,9,,1:60:149.1,58,58,58,58,65,66,67,63,66,50
1795,1:3.5,TUMA/KCMUCo/MD/2016/2017/3208,9,,1:60:210.8,69,65,70,66,70,79,70,70,68,65
1742,1:3.9,TUMA/KCMUCo/MD/2016/2017/3209,9,,1:60:238.7,70,61,84,71,73,73,74,74,85,69
1403,1:3.2,TUMA/KCMUCo/MD/2016/2017/3210,9,,1:60:197.7,57,51,67,71,70,67,68,69,77,70
1355,1:2.7,TUMA/KCMUCo/MD/2016/2017/3211,9,,1:60:162.7,58,53,59,61,64,69,78,68,66,65
1774,1:2.2,TUMA/KCMUCo/MD/2016/2017/3212,9,,1:60:134.4,51,50,53,50,55,61,73,66,60,56
1746,1:3.5,TUMA/KCMUCo/MD/2016/2017/3213,9,,1:60:210.7,68,65,75,76,66,71,74,78,70,71
1441,1:3.6,TUMA/KCMUCo/MD/2016/2017/3214,9,,1:60:220.3,67,61,72,83,68,78,70,77,81,61
1300,1:2.6,TUMA/KCMUCo/MD/2016/2017/3215,9,,1:60:160.8,59,50,62,57,66,67,70,72,71,58
1738,1:2.8,TUMA/KCMUCo/MD/2016/2017/3216,9,,1:60:173.7,62,53,50,69,60,70,70,60,58,63
1437,1:2.6,TUMA/KCMUCo/MD/2016/2017/3217,9,,1:60:157.7,60,54,58,59,66,68,71,60,62,53
1911,1:4.3,TUMA/KCMUCo/MD/2016/2017/3218,9,,1:60:261,77,80,74,94,75,82,68,76,67,85
1888,1:2.9,TUMA/KCMUCo/MD/2016/2017/3219,9,,1:60:179.1,50,66,66,72,50,80,69,50,64,74
1880,1:2.9,TUMA/KCMUCo/MD/2016/2017/3220,9,,1:60:177.8,63,58,64,59,67,73,72,76,72,69
1359,1:2.9,TUMA/KCMUCo/MD/2016/2017/3221,9,,1:60:177.9,59,52,72,56,64,72,71,73,81,63
1334,1:2.8,TUMA/KCMUCo/MD/2016/2017/3222,9,,1:60:173.7,63,57,58,61,66,74,72,63,61,51
1826,1:3.5,TUMA/KCMUCo/MD/2016/2017/3223,9,,1:60:210.7,71,68,69,69,72,77,76,64,76,51
1885,1:3.3,TUMA/KCMUCo/MD/2016/2017/3224,9,,1:60:203.1,65,56,64,61,71,77,71,64,78,72
1824,1:3.5,TUMA/KCMUCo/MD/2016/2017/3225,9,,1:60:210,69,61,59,73,73,73,67,73,69,63
1199,1:3.5,TUMA/KCMUCo/MD/2016/2017/3226,9,,1:60:213.4,67,68,59,71,77,84,68,62,65,61
1918,1:2.8,TUMA/KCMUCo/MD/2016/2017/3227,9,,1:60:173.8,63,60,63,57,65,73,68,59,63,61
1901,1:2.3,TUMA/KCMUCo/MD/2016/2017/3228,11,,1:60:143.5,58,52,55,44,66,66,74,60,65,64
1306,1:2.9,TUMA/KCMUCo/MD/2016/2017/3229,9,,1:60:174,61,56,68,67,62,69,65,64,61,64
1955,1:3,TUMA/KCMUCo/MD/2016/2017/3230,9,,1:60:181.4,62,59,64,69,63,72,71,65,66,63
1905,1:3.1,TUMA/KCMUCo/MD/2016/2017/3231,9,,1:60:186.3,65,53,53,73,65,72,71,67,64,66
1887,1:3.2,TUMA/KCMUCo/MD/2016/2017/3232,9,,1:60:196.1,61,56,61,62,71,74,68,67,66,66
1341,1:2.5,TUMA/KCMUCo/MD/2016/2017/3233,9,,1:60:151.8,55,54,62,58,65,67,70,60,51,50
1959,1:3.2,TUMA/KCMUCo/MD/2016/2017/3234,9,,1:60:192.6,67,60,62,72,66,66,66,71,69,67
1852,1:2.3,TUMA/KCMUCo/MD/2016/2017/3237,9,,1:60:143.1,57,56,55,58,65,64,67,57,56,53
1799,1:3.4,TUMA/KCMUCo/MD/2016/2017/3286,9,,1:60:207.8,64,64,55,66,74,83,73,67,70,65
4293,1:2.5,TUMA/KCMUCo/MD/2016/2017/3339,9,,1:60:155.1,56,52,53,53,63,63,69,75,64,61
1343,1:3.5,TUMA/KCMUCo/MD/2016/2017/3603,9,,1:60:215.7,70,66,69,67,72,75,65,70,71,65
1769,1:3.6,TUMA/KCMUCo/MD/2016/2017/3604,9,,1:60:220.7,67,67,65,72,79,79,68,74,86,61
1784,1:2.6,TUMA/KCMUCo/MD/2016/2017/3605,9,,1:60:156.5,57,53,50,59,66,72,70,67,62,51
1470,1:3.6,TUMA/KCMUCo/MD/2016/2017/3608,9,,1:60:219.7,71,66,66,69,72,77,71,80,74,65
