4846,2:0.3,TUMA/KCMUCo/DHLSc/2016/2017/0505,11,,2:60:22,,,,,58,
4851,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0506,9,,2:60:33,,,,,68,
4867,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0507,11,,2:60:33,,,,,64,
4912,2:0.7,TUMA/KCMUCo/DHLSc/2016/2017/0508,9,,2:60:44,,,,,76,
4913,2:0.3,TUMA/KCMUCo/DHLSc/2016/2017/0509,11,,2:60:22,,,,,59,
4916,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0510,11,,2:60:33,,,,,62,
4923,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0511,9,,2:60:33,,,,,63,
4940,2:0.3,TUMA/KCMUCo/DHLSc/2016/2017/0512,9,,2:60:22,,,,,55,
4952,2:0.7,TUMA/KCMUCo/DHLSc/2016/2017/0513,9,,2:60:44,,,,,73,
4965,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0514,9,,2:60:33,,,,,61,
4966,2:0.7,TUMA/KCMUCo/DHLSc/2016/2017/0515,9,,2:60:44,,,,,72,
4973,2:0.7,TUMA/KCMUCo/DHLSc/2016/2017/0516,9,,2:60:44,,,,,71,
4994,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0517,9,,2:60:33,,,,,67,
4998,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0518,9,,2:60:33,,,,,64,
5016,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0519,9,,2:60:33,,,,,67,
5019,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0520,9,,2:60:33,,,,,62,
5048,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0521,9,,2:60:33,,,,,60,
5050,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0522,9,,2:60:33,,,,,61,
5069,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0523,9,,2:60:33,,,,,64,
5085,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0524,9,,2:60:33,,,,,67,
5105,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0525,11,,2:60:33,,,,,63,
5134,2:0.7,TUMA/KCMUCo/DHLSc/2016/2017/0526,9,,2:60:44,,,,,75,
5150,2:0.7,TUMA/KCMUCo/DHLSc/2016/2017/0527,9,,2:60:44,,,,,74,
5156,2:0.7,TUMA/KCMUCo/DHLSc/2016/2017/0528,9,,2:60:44,,,,,74,
5179,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0529,9,,2:60:33,,,,,62,
5183,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0530,9,,2:60:33,,,,,68,
5192,2:0.3,TUMA/KCMUCo/DHLSc/2016/2017/0531,9,,2:60:22,,,,,53,
5269,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0532,11,,2:60:33,,,,,61,
5285,2:0.7,TUMA/KCMUCo/DHLSc/2016/2017/0533,9,,2:60:44,,,,,70,
5296,2:0.7,TUMA/KCMUCo/DHLSc/2016/2017/0534,9,,2:60:44,,,,,70,
5311,2:0,TUMA/KCMUCo/DHLSc/2016/2017/0535,11,,2:60:0,,,,,18,
5332,2:0.1,TUMA/KCMUCo/DHLSc/2016/2017/0536,11,,2:60:11,,,,,49,
5375,2:0.3,TUMA/KCMUCo/DHLSc/2016/2017/0537,11,,2:60:22,,,,,55,
5487,2:0.3,TUMA/KCMUCo/DHLSc/2016/2017/0538,11,,2:60:22,,,,,50,
5576,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0539,9,,2:60:33,,,,,64,
5584,2:0.1,TUMA/KCMUCo/DHLSc/2016/2017/0540,11,,2:60:11,,,,,48,
5712,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0541,9,,2:60:33,,,,,61,
5729,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0542,9,,2:60:33,,,,,61,
5734,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0543,11,,2:60:33,,,,,66,
5762,2:0.3,TUMA/KCMUCo/DHLSc/2016/2017/0544,11,,2:60:22,,,,,54,
5793,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0545,9,,2:60:33,,,,,65,
5798,2:0.7,TUMA/KCMUCo/DHLSc/2016/2017/0546,9,,2:60:44,,,,,71,
5902,2:0.7,TUMA/KCMUCo/DHLSc/2016/2017/0547,9,,2:60:44,,,,,72,
5932,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0548,11,,2:60:33,,,,,68,
5983,2:0.7,TUMA/KCMUCo/DHLSc/2016/2017/0549,11,,2:60:44,,,,,70,
6060,2:0.7,TUMA/KCMUCo/DHLSc/2016/2017/0550,9,,2:60:44,,,,,75,
6116,2:0.3,TUMA/KCMUCo/DHLSc/2016/2017/0551,9,,2:60:22,,,,,57,
6184,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0552,9,,2:60:33,,,,,62,
6204,2:0.7,TUMA/KCMUCo/DHLSc/2016/2017/0553,9,,2:60:44,,,,,75,
6218,2:0.3,TUMA/KCMUCo/DHLSc/2016/2017/0554,9,,2:60:22,,,,,57,
6244,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0555,9,,2:60:33,,,,,65,
6315,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0556,11,,2:60:33,,,,,62,
6348,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0557,9,,2:60:33,,,,,67,
6358,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0558,9,,2:60:33,,,,,64,
6496,2:0.5,TUMA/KCMUCo/DHLSc/2016/2017/0559,9,,2:60:33,,,,,68,
4826,2:0.3,TUMA/KCMUCo/DHLSc/2016/2017/0560,11,,2:60:22,,,,,58,
